experience_level,work_year,employment_type,company_size,company_location,job_title,salary_in_usd
3,2023,3,1,70,47,0.3477436003488676
3,2023,3,1,70,47,0.40723990037494273
3,2023,3,1,70,47,0.21886941744517477
3,2023,3,1,70,33,0.3593605294154671
3,2023,3,1,70,33,0.28585557963261016
3,2023,3,1,70,47,0.41555697420358406
3,2023,3,1,70,47,0.2716940755460047
3,2023,3,1,70,31,0.3234847190627333
3,2023,3,1,70,31,0.24449499626855606
3,2023,3,1,70,33,0.3337349505920858
3,2023,3,1,70,33,0.22853520594873086
3,2023,3,1,70,33,0.3764442486310547
3,2023,3,1,70,33,0.23100784951940803
3,2023,3,1,70,25,0.3934830106908117
3,2023,3,1,70,25,0.22678187687134163
3,2023,3,1,70,31,0.833838352050496
3,2023,3,1,70,31,0.4675274463436346
3,2023,3,1,70,25,0.3337349505920858
3,2023,3,1,70,25,0.2143737018621254
3,2023,3,1,70,25,0.4526466277637412
3,2023,3,1,70,25,0.2618035012632961
3,2023,3,1,70,33,0.5729070196103114
3,2023,3,1,70,33,0.49423199690694775
1,2023,3,1,70,33,0.4256723342654451
1,2023,3,1,70,33,0.24809156873499558
3,2023,3,2,70,21,0.37059981837309053
3,2023,3,2,70,7,0.1907711950511163
0,2023,3,1,70,25,0.2020104840087397
0,2023,3,1,70,25,0.14581403922062275
3,2023,3,1,70,33,0.6066248864831816
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,25,0.24906713901651725
3,2023,3,1,70,25,0.17203754821654965
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,47,0.25820692879685664
3,2023,3,1,70,69,0.32564266254259694
3,2023,3,1,70,69,0.25820692879685664
3,2023,3,1,70,88,0.43803555211883083
3,2023,3,1,70,88,0.3818391073307139
2,2023,3,1,70,25,0.45152269886797886
2,2023,3,1,70,25,0.2806855067121034
3,2023,3,1,28,31,0.29866836904430083
3,2023,3,1,28,31,0.19526691063416565
3,2023,3,1,17,37,0.13457475026299937
3,2023,3,1,17,37,0.09636116780707986
3,2023,3,1,70,25,0.23572835088160984
3,2023,3,1,70,25,0.15705332817824613
3,2023,3,1,70,4,0.2806855067121034
3,2023,3,1,70,4,0.18402762167654227
2,2023,3,1,70,25,0.3481212404578437
2,2023,3,1,70,25,0.24022406646465919
2,2023,3,1,70,33,0.3537408849366554
2,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,70,45,0.6616974023755362
3,2023,3,1,70,45,0.5394139385165938
2,2023,3,1,70,47,0.31440337358497356
2,2023,3,1,70,47,0.21324977296636308
3,2023,3,1,70,33,0.31912387494717537
3,2023,3,1,70,33,0.19234469550518357
0,2023,3,1,70,33,0.2471924256183857
0,2023,3,1,70,33,0.154580684607569
3,2023,3,1,70,33,0.367003245906651
3,2023,3,1,70,33,0.2249386334822914
3,2023,3,1,70,47,0.4605141300340776
3,2023,3,1,70,47,0.3481212404578437
2,2023,3,1,70,47,0.31440337358497356
2,2023,3,1,70,47,0.21324977296636308
3,2023,3,2,70,8,0.48793799509067864
3,2023,3,2,70,8,0.2941726534612515
2,2023,3,1,70,25,0.21324977296636308
2,2023,3,1,70,25,0.17953190609349293
2,2023,3,1,28,33,0.17968026470773354
2,2023,3,1,28,33,0.1182170891140743
1,2023,3,1,70,47,0.43803555211883083
1,2023,3,1,70,47,0.31440337358497356
2,2023,3,1,70,33,0.30316408462735017
2,2023,3,1,70,33,0.2020104840087397
3,2023,3,1,70,25,0.4043176852459607
3,2023,3,1,70,25,0.2587688932447378
2,2023,3,2,70,57,0.2806855067121034
3,2023,3,1,70,47,0.4492748410764542
3,2023,3,1,70,47,0.30316408462735017
3,2023,3,1,70,47,0.6567521152341819
3,2023,3,1,70,47,0.4339894080940864
3,2023,3,1,70,89,0.306059325462834
3,2023,3,1,70,89,0.20019421491318776
3,2023,3,1,70,34,0.402069827454436
3,2023,3,1,70,34,0.3099076580019242
3,2023,3,1,70,25,0.14581403922062275
3,2023,3,1,70,25,0.1120961723477526
3,2023,3,1,70,4,0.607299243820639
3,2023,3,1,70,4,0.40094589855867363
2,2023,3,1,70,25,0.15705332817824613
2,2023,3,1,70,25,0.13457475026299937
2,2023,3,1,70,66,0.3481212404578437
2,2023,3,1,70,66,0.31889908916802295
3,2023,3,1,70,31,0.3234847190627333
3,2023,3,1,70,31,0.24449499626855606
2,2023,3,2,64,90,0.15709828533407663
3,2023,3,1,70,25,0.3934830106908117
3,2023,3,1,70,25,0.22678187687134163
2,2023,3,2,38,47,0.026727029141228414
0,2023,3,2,6,2,0.14581403922062275
0,2023,3,1,63,1,0.16829261713586952
2,2023,3,2,38,62,0.02946042421572242
2,2023,3,1,70,69,0.5504284416950647
2,2023,3,1,70,69,0.32564266254259694
3,2023,3,1,70,33,0.3020401557315878
3,2023,3,1,70,33,0.23437963620669502
3,2023,3,1,70,47,0.22448906192398646
3,2023,3,1,70,47,0.14581403922062275
1,2023,3,1,70,33,0.46256867205553115
1,2023,3,1,70,33,0.2507979895159913
0,2023,3,1,70,89,0.32564266254259694
0,2023,3,1,70,89,0.21324977296636308
3,2023,3,1,70,33,0.31665123137649825
3,2023,3,1,70,33,0.15705332817824613
0,2023,3,1,70,25,0.15705332817824613
0,2023,3,1,70,25,0.12333546130537598
2,2023,3,1,70,4,0.4058911857000279
2,2023,3,1,70,4,0.3593605294154671
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,70,25,0.36835196058156583
3,2023,3,1,70,25,0.23707706555652466
3,2023,3,1,70,40,0.4223005475781581
3,2023,3,1,70,40,0.29608333258404745
3,2023,3,1,70,69,0.3020401557315878
3,2023,3,1,70,69,0.23437963620669502
3,2023,3,1,70,33,0.6088727442747063
3,2023,3,1,70,33,0.38970660960105025
2,2023,3,1,25,47,0.12113256066968181
2,2023,3,1,25,47,0.09701079870883049
2,2023,3,1,65,33,0.157314079682063
2,2023,3,1,65,33,0.09701079870883049
3,2023,3,1,28,69,0.4282618664412815
3,2023,3,1,28,69,0.21601014233435537
3,2023,3,1,28,33,0.29632160550994907
3,2023,3,1,28,33,0.21601014233435537
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
3,2022,3,2,70,14,0.2806855067121034
2,2021,3,1,70,44,0.32564266254259694
3,2023,3,1,70,33,0.3566631000656375
3,2023,3,1,70,33,0.2716940755460047
3,2023,3,1,12,66,0.5729070196103114
3,2023,3,1,12,66,0.23572835088160984
3,2023,3,1,70,4,0.37059981837309053
3,2023,3,1,70,4,0.2806855067121034
3,2023,3,1,70,69,0.544808797216253
3,2023,3,1,70,69,0.3755451055144448
3,2023,3,1,70,47,0.5273834036163537
3,2023,3,1,70,47,0.3477436003488676
3,2023,3,1,70,69,0.3566631000656375
3,2023,3,1,70,69,0.2716940755460047
2,2023,3,1,70,47,0.27787568447269756
2,2023,3,1,70,47,0.2272988841633923
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
3,2023,3,1,70,45,0.6616974023755362
3,2023,3,1,70,45,0.5394139385165938
2,2023,3,1,70,29,0.3368819515002203
2,2023,3,1,70,29,0.30316408462735017
1,2023,3,1,70,33,0.36498017389427884
1,2023,3,1,70,33,0.22786084861127348
3,2023,3,1,70,31,0.412185187516297
3,2023,3,1,70,31,0.2514633554222826
3,2023,3,1,70,25,0.5504284416950647
3,2023,3,1,70,25,0.29866836904430083
2,2023,3,1,12,25,0.2806855067121034
2,2023,3,1,12,25,0.21324977296636308
3,2023,3,2,20,52,0.2658608845769982
3,2023,3,1,70,33,0.30316408462735017
3,2023,3,1,70,33,0.25820692879685664
3,2023,3,1,70,11,0.3481212404578437
3,2023,3,1,70,11,0.2919247956697268
2,2023,3,1,70,45,0.2233651330282241
2,2023,3,1,70,45,0.14581403922062275
2,2023,3,1,70,42,0.1907711950511163
2,2023,3,1,70,42,0.14581403922062275
3,2023,3,1,70,33,0.3337349505920858
3,2023,3,1,70,33,0.22853520594873086
0,2023,3,1,70,33,0.26944621775448
0,2023,3,1,70,33,0.1907711950511163
2,2023,3,1,70,89,0.4043176852459607
2,2023,3,1,70,89,0.26944621775448
3,2023,3,1,70,25,0.27394193333752936
3,2023,3,1,70,25,0.19976262621721502
3,2023,3,1,70,47,0.46175045181941615
3,2023,3,1,70,47,0.3330605932546284
2,2023,3,1,70,47,0.43803555211883083
2,2023,3,1,70,47,0.32564266254259694
3,2023,3,1,70,25,0.35149302714513075
3,2023,3,1,70,25,0.2570829999010943
3,2023,3,1,70,25,0.3818391073307139
3,2023,3,1,70,25,0.31440337358497356
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,47,0.3228328403031911
3,2023,3,1,70,30,0.22448906192398646
3,2023,3,1,70,30,0.17953190609349293
3,2023,3,1,70,89,0.471753418991701
3,2023,3,1,70,89,0.31732558871395566
0,2023,3,2,20,1,0.47089473731533854
2,2023,3,1,51,33,0.15030975480367212
2,2023,3,1,51,33,0.12333546130537598
3,2023,3,1,70,69,0.33328537903378086
3,2023,3,1,70,69,0.26427614483397327
2,2023,3,1,70,33,0.5729070196103114
2,2023,3,1,70,33,0.3818391073307139
3,2023,3,1,70,47,0.40723990037494273
3,2023,3,1,70,47,0.2669735741838029
2,2023,3,1,70,89,0.7527356429322857
2,2023,3,1,70,89,0.32564266254259694
3,2023,3,1,70,69,0.33328537903378086
3,2023,3,1,70,69,0.26427614483397327
2,2023,3,1,70,33,0.5504284416950647
2,2023,3,1,70,33,0.3818391073307139
2,2023,3,1,27,47,0.1331923177212117
3,2023,3,1,70,25,0.40634075725833285
3,2023,3,1,70,25,0.26202828704244857
3,2023,3,1,70,25,0.3337349505920858
3,2023,3,1,70,25,0.22853520594873086
3,2023,1,1,6,90,0.10085688339012921
0,2023,3,2,70,25,0.21324977296636308
3,2023,3,1,70,69,0.544808797216253
3,2023,3,1,70,69,0.3755451055144448
1,2023,3,1,70,33,0.6852999091865453
1,2023,3,1,70,33,0.5257020059882932
3,2023,3,1,70,25,0.26944621775448
3,2023,3,1,70,25,0.23572835088160984
0,2023,3,1,70,25,0.32564266254259694
0,2023,3,1,70,25,0.21324977296636308
3,2023,3,1,70,47,0.3235656419432282
3,2023,3,1,70,47,0.1736088008128254
2,2023,3,1,70,33,0.31665123137649825
2,2023,3,1,70,33,0.15705332817824613
3,2023,3,1,70,69,0.3020401557315878
3,2023,3,1,70,69,0.23437963620669502
3,2023,3,1,70,33,0.3020401557315878
3,2023,3,1,70,33,0.23437963620669502
2,2023,3,1,70,33,0.3247435194259871
2,2023,3,1,70,33,0.21774548854941242
2,2023,3,1,28,25,0.20699623259034142
2,2023,3,1,28,25,0.09773011320211838
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
3,2023,3,1,70,25,0.2020104840087397
3,2023,3,1,70,25,0.18065583498925525
3,2023,3,1,70,25,0.40634075725833285
3,2023,3,1,70,25,0.26202828704244857
0,2023,3,1,70,89,0.32564266254259694
0,2023,3,1,70,89,0.21324977296636308
2,2023,3,1,70,33,0.31440337358497356
2,2023,3,1,70,33,0.26944621775448
2,2023,3,1,70,47,0.32564266254259694
2,2023,3,1,70,47,0.20819209293543256
3,2023,3,1,70,47,0.44028340991035547
3,2023,3,1,70,47,0.262702644379906
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
3,2023,3,1,70,25,0.25820692879685664
3,2023,3,1,70,25,0.15705332817824613
2,2023,3,1,70,47,0.2514408768443674
2,2023,3,1,70,47,0.1748563618871216
3,2023,3,1,70,47,0.40634075725833285
3,2023,3,1,70,47,0.2791120062580361
2,2023,3,0,70,74,0.43803555211883083
2,2023,3,0,70,74,0.26944621775448
3,2023,3,1,70,47,0.44028340991035547
3,2023,3,1,70,47,0.262702644379906
3,2023,3,1,70,69,0.44815091218069186
3,2023,3,1,70,69,0.30810937176870445
3,2023,3,1,70,37,0.3368819515002203
3,2023,3,1,70,37,0.30316408462735017
2,2023,3,1,70,70,0.4513428702446569
2,2023,3,1,70,70,0.37419639083953
3,2023,3,1,70,33,0.2615787154841437
3,2023,3,1,70,33,0.16379690155282017
2,2023,3,1,70,33,0.3346340937086957
2,2023,3,1,70,33,0.24921549763075793
3,2023,3,1,70,47,0.41555697420358406
3,2023,3,1,70,47,0.2941726534612515
2,2023,3,1,28,25,0.1660222807664296
2,2023,3,1,28,25,0.08694039580279994
3,2023,3,1,70,25,0.3930783962883373
3,2023,3,1,70,25,0.23572835088160984
3,2023,3,1,70,47,0.607299243820639
3,2023,3,1,70,47,0.3998219696629113
3,2023,3,1,70,33,0.37059981837309053
3,2023,3,1,70,33,0.30316408462735017
3,2023,3,1,70,33,0.3346340937086957
3,2023,3,1,70,33,0.24921549763075793
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,33,0.2806855067121034
2,2023,3,1,70,33,0.43803555211883083
2,2023,3,1,70,33,0.25820692879685664
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,47,0.3481212404578437
2,2023,3,1,28,33,0.27528840015465267
2,2023,3,1,28,33,0.22065421653164535
3,2023,3,1,70,33,0.3337349505920858
3,2023,3,1,70,33,0.22853520594873086
0,2023,3,1,70,25,0.17953190609349293
0,2023,3,1,70,25,0.15705332817824613
3,2023,3,1,70,47,0.49423199690694775
3,2023,3,1,70,47,0.3400289524083549
3,2023,3,1,70,4,0.32564266254259694
3,2023,3,1,70,4,0.25820692879685664
3,2023,3,1,70,69,0.3566631000656375
3,2023,3,1,70,69,0.2716940755460047
3,2023,3,1,70,25,0.31440337358497356
3,2023,3,1,70,25,0.1907711950511163
3,2023,3,1,70,69,0.44815091218069186
3,2023,3,1,70,69,0.30810937176870445
3,2023,3,1,70,25,0.2020104840087397
3,2023,3,1,70,25,0.18065583498925525
3,2023,3,1,70,33,0.36498017389427884
3,2023,3,1,70,33,0.22786084861127348
3,2023,3,1,70,33,0.3566631000656375
3,2023,3,1,70,33,0.2716940755460047
2,2023,3,1,70,29,0.3368819515002203
2,2023,3,1,70,29,0.30316408462735017
3,2023,3,1,70,89,0.5504284416950647
3,2023,3,1,70,89,0.43803555211883083
3,2023,3,1,70,47,0.5729070196103114
3,2023,3,1,70,47,0.4065655430374853
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,70,89,0.43803555211883083
3,2023,3,1,70,89,0.32564266254259694
3,2023,3,1,25,47,0.09701079870883049
3,2023,3,1,25,47,0.07530098815828516
3,2023,3,1,70,47,0.32564266254259694
3,2023,3,1,70,47,0.25820692879685664
0,2023,3,1,38,25,0.05589972755963567
2,2023,3,1,70,89,0.4043176852459607
2,2023,3,1,70,89,0.26944621775448
0,2022,0,0,70,25,0.06561047321902228
2,2022,3,1,10,17,0.009344344839368083
3,2023,3,2,60,58,0.157314079682063
1,2022,3,2,62,45,0.22673691971551113
3,2023,3,1,70,25,0.3818391073307139
3,2023,3,1,70,25,0.2806855067121034
3,2023,3,1,70,25,0.262702644379906
3,2023,3,1,70,25,0.19931305465891008
3,2023,3,1,51,45,0.32564266254259694
3,2023,3,1,51,45,0.1907711950511163
3,2023,3,1,70,25,0.3593605294154671
3,2023,3,1,70,25,0.24022406646465919
0,2023,3,1,70,23,0.48299270794932436
3,2023,3,1,20,12,0.15007822545114508
0,2023,3,1,20,1,0.1331923177212117
3,2023,3,1,70,69,0.44815091218069186
3,2023,3,1,70,69,0.30810937176870445
3,2023,3,0,38,25,0.023993634066734406
2,2023,3,1,70,69,0.43803555211883083
2,2023,3,1,70,69,0.3818391073307139
3,2023,3,1,70,33,0.40634075725833285
3,2023,3,1,70,33,0.2791120062580361
3,2023,3,1,70,25,0.40634075725833285
3,2023,3,1,70,25,0.26202828704244857
3,2023,3,1,70,69,0.44815091218069186
3,2023,3,1,70,69,0.30810937176870445
2,2023,3,2,27,47,0.07837830547488243
3,2023,3,1,67,42,0.05467014934767167
3,2023,3,1,70,25,0.3934830106908117
3,2023,3,1,70,25,0.22678187687134163
3,2023,3,1,70,47,0.2941726534612515
3,2023,3,1,70,47,0.2222412041324618
3,2023,3,1,70,25,0.26944621775448
3,2023,3,1,70,25,0.23572835088160984
3,2023,3,1,70,69,0.33328537903378086
3,2023,3,1,70,69,0.26427614483397327
1,2023,3,1,70,33,0.6852999091865453
1,2023,3,1,70,33,0.5257020059882932
3,2023,3,1,70,25,0.3309925640864257
3,2023,3,1,70,25,0.2624868500319196
3,2023,3,1,70,47,0.40634075725833285
3,2023,3,1,70,47,0.2791120062580361
3,2023,3,1,70,69,0.544808797216253
3,2023,3,1,70,69,0.3755451055144448
3,2023,3,1,70,31,0.367003245906651
3,2023,3,1,70,31,0.2249386334822914
3,2023,3,1,70,69,0.27681919131068095
3,2023,3,1,70,69,0.22875999172788333
3,2022,3,2,70,64,0.4200526897866334
2,2023,3,1,70,33,0.30316408462735017
2,2023,3,1,70,33,0.21324977296636308
3,2023,3,0,20,88,0.22967936556461693
3,2023,3,0,20,88,0.18143584164291432
3,2023,3,1,20,69,0.6066248864831816
3,2023,3,1,20,69,0.3795912495391892
3,2023,3,1,70,33,0.3020401557315878
3,2023,3,1,70,33,0.23437963620669502
3,2023,3,1,70,69,0.3020401557315878
3,2023,3,1,70,69,0.23437963620669502
3,2023,3,1,70,25,0.3717237472688528
3,2023,3,1,70,25,0.17953190609349293
3,2023,3,1,28,37,0.15243622827445447
3,2023,3,1,28,37,0.11066878265013443
1,2023,3,1,28,59,0.3487686235018028
1,2023,3,1,28,59,0.27499168292617143
3,2023,3,1,70,33,0.16829261713586952
3,2023,3,1,70,33,0.13457475026299937
3,2023,3,1,70,33,0.2688617747286836
3,2023,3,1,70,33,0.13567170486526342
3,2023,3,1,70,41,0.15075932636197706
3,2023,3,1,70,41,0.13452979310716887
3,2023,3,1,70,33,0.3337349505920858
3,2023,3,1,70,33,0.22853520594873086
3,2023,3,1,70,25,0.39302219984354914
3,2023,3,1,70,25,0.1828272656158681
3,2023,3,1,70,33,0.25820692879685664
3,2023,3,1,70,33,0.1907711950511163
2,2023,3,1,28,61,0.10319240763552336
2,2023,3,1,28,61,0.08407212926081445
3,2023,3,1,70,47,0.3235656419432282
3,2023,3,1,70,47,0.1736088008128254
3,2023,3,1,70,25,0.36835196058156583
3,2023,3,1,70,25,0.23707706555652466
3,2023,3,1,70,45,0.3818391073307139
3,2023,3,1,70,45,0.25820692879685664
3,2023,3,1,70,25,0.5054712858645711
3,2023,3,1,70,25,0.3930783962883373
3,2023,3,1,70,25,0.3337349505920858
3,2023,3,1,70,25,0.22853520594873086
3,2023,3,1,70,37,0.30316408462735017
3,2023,3,1,70,37,0.25820692879685664
3,2023,3,1,70,70,0.4513428702446569
3,2023,3,1,70,70,0.37419639083953
3,2023,3,1,70,25,0.3593605294154671
3,2023,3,1,70,25,0.26944621775448
3,2023,3,1,70,33,0.5841463085679348
3,2023,3,1,70,33,0.4043176852459607
2,2023,3,1,70,6,0.2806855067121034
0,2022,3,1,70,47,0.36610410279004113
2,2023,3,2,25,3,0.07530098815828516
3,2023,3,1,70,25,0.2020104840087397
3,2023,3,1,70,25,0.18065583498925525
3,2023,3,1,70,47,0.31912387494717537
3,2023,3,1,70,47,0.19234469550518357
3,2023,3,1,70,33,0.3651600025176008
3,2023,3,1,70,33,0.18623052231223644
3,2023,3,1,70,33,0.44253126770188017
3,2023,3,1,70,33,0.2919247956697268
3,2023,3,1,70,33,0.3566631000656375
3,2023,3,1,70,33,0.2716940755460047
3,2023,3,1,70,69,0.3566631000656375
3,2023,3,1,70,69,0.2716940755460047
3,2023,3,1,70,33,0.2222412041324618
3,2023,3,1,70,33,0.13457475026299937
3,2023,3,1,70,88,0.5054712858645711
3,2023,3,1,70,88,0.3211469469595476
3,2023,3,1,12,69,0.5931377397340335
3,2023,3,1,12,69,0.34362552487479436
3,2023,3,1,70,4,0.4312919787442568
3,2023,3,1,70,4,0.22673691971551113
2,2023,3,1,70,51,0.32564266254259694
2,2023,3,1,70,51,0.21324977296636308
3,2023,3,1,70,33,0.6403427533560517
3,2023,3,1,70,33,0.4605141300340776
3,2023,3,1,70,33,0.4200526897866334
3,2023,3,1,70,33,0.3768938201893596
3,2023,3,1,70,47,0.6633608171412645
3,2023,3,1,70,47,0.43839520936547477
3,2023,3,1,70,47,0.6633608171412645
3,2023,3,1,70,47,0.43839520936547477
3,2023,3,1,70,4,0.3818391073307139
3,2023,3,1,70,4,0.30316408462735017
3,2023,3,1,70,37,0.36835196058156583
3,2023,3,1,70,37,0.21324977296636308
3,2023,3,1,70,47,0.820171376678026
3,2023,3,1,70,47,0.5391891527374413
2,2023,3,2,28,33,0.24797243227204477
3,2023,3,0,70,25,0.23572835088160984
3,2023,3,0,70,25,0.16829261713586952
0,2023,3,1,70,25,0.1120961723477526
0,2023,3,1,70,25,0.09636116780707986
3,2023,3,1,70,25,0.2020104840087397
3,2023,3,1,70,25,0.17953190609349293
3,2023,3,1,70,33,0.2975444401485385
3,2023,3,1,70,33,0.17166440382315654
3,2023,3,1,70,69,0.7151964178138235
3,2023,3,1,70,69,0.40364332790850327
2,2021,3,0,29,3,0.05589972755963567
3,2023,3,1,70,69,0.4065655430374853
3,2023,3,1,70,69,0.33258404740282516
2,2023,3,1,70,34,0.41555697420358406
2,2023,3,1,70,34,0.3481212404578437
3,2023,3,1,70,69,0.43803555211883083
3,2023,3,1,70,69,0.32564266254259694
2,2023,3,1,70,34,0.41555697420358406
2,2023,3,1,70,34,0.40051880557828395
3,2023,3,1,70,69,0.5279498637798179
3,2023,3,1,70,69,0.3930783962883373
3,2023,3,1,70,69,0.43803555211883083
3,2023,3,1,70,69,0.32564266254259694
3,2023,3,1,70,45,0.6616974023755362
3,2023,3,1,70,45,0.5394139385165938
3,2023,3,1,70,33,0.3121555157934489
3,2023,3,1,70,33,0.13682260805452404
2,2023,3,1,70,69,0.32227087585530995
2,2023,3,1,70,69,0.27231673215425706
3,2023,3,1,70,31,0.5009755702815217
3,2023,3,1,70,31,0.25820692879685664
3,2023,3,1,70,75,0.3930783962883373
3,2023,3,1,70,75,0.1907711950511163
3,2023,3,1,70,47,0.27281800444176707
3,2023,3,1,70,47,0.16379690155282017
3,2023,3,1,70,33,0.3930783962883373
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,75,0.5998813131086076
3,2023,3,1,70,75,0.37059981837309053
2,2023,3,1,70,25,0.16829261713586952
2,2023,3,1,70,25,0.12333546130537598
3,2023,3,1,70,33,0.5706591618187867
3,2023,3,1,70,33,0.31665123137649825
3,2023,3,1,70,33,0.43803555211883083
3,2023,3,1,70,33,0.3481212404578437
1,2023,3,1,70,33,0.6852999091865453
1,2023,3,1,70,33,0.5257020059882932
3,2023,3,1,70,25,0.3076598002103995
3,2023,3,1,70,25,0.2020104840087397
3,2023,3,1,70,47,0.3368819515002203
3,2023,3,1,70,47,0.3020401557315878
2,2023,3,1,70,33,0.30316408462735017
2,2023,3,1,70,33,0.25820692879685664
3,2023,3,1,70,33,0.5706591618187867
3,2023,3,1,70,33,0.31665123137649825
2,2023,3,1,33,25,0.23431444833074083
2,2023,3,1,33,25,0.15236429682512567
0,2023,0,2,38,25,0.028428657489412593
0,2023,3,2,10,47,0.03234667362004011
3,2023,3,1,70,44,0.544808797216253
3,2023,3,1,70,44,0.3755451055144448
3,2023,3,1,70,47,0.49423199690694775
3,2023,3,1,70,47,0.3400289524083549
3,2023,3,1,70,33,0.3020401557315878
3,2023,3,1,70,33,0.23437963620669502
2,2023,3,1,70,33,0.26944621775448
2,2023,3,1,70,33,0.1907711950511163
3,2023,3,1,27,70,0.22967936556461693
3,2023,3,1,27,70,0.157314079682063
3,2023,3,1,70,47,0.40634075725833285
3,2023,3,1,70,47,0.2791120062580361
3,2023,3,1,70,69,0.3020401557315878
3,2023,3,1,70,69,0.23437963620669502
3,2023,3,1,70,25,0.25820692879685664
3,2023,3,1,70,25,0.15705332817824613
3,2023,3,1,70,25,0.36835196058156583
3,2023,3,1,70,25,0.23707706555652466
3,2023,3,1,70,69,0.6358470377730024
3,2023,3,1,70,69,0.30316408462735017
3,2023,3,1,70,69,0.6358470377730024
3,2023,3,1,70,69,0.30316408462735017
2,2023,3,1,70,33,0.25820692879685664
2,2023,3,1,70,33,0.1907711950511163
2,2023,3,1,28,44,0.15236429682512567
2,2023,3,1,28,44,0.12504608108472626
3,2023,3,1,70,47,0.4718658118812772
3,2023,3,1,70,47,0.3400289524083549
3,2023,3,1,70,31,0.4335398365357815
3,2023,3,1,70,31,0.24471978204770853
0,2023,3,1,70,25,0.15705332817824613
0,2023,3,1,70,25,0.12333546130537598
3,2023,3,1,70,69,0.44815091218069186
3,2023,3,1,70,69,0.30810937176870445
3,2023,3,1,70,47,0.4589406295800103
3,2023,3,1,70,47,0.3980236834296916
3,2023,3,1,70,37,0.30316408462735017
3,2023,3,1,70,37,0.25820692879685664
0,2022,3,1,70,47,0.17953190609349293
2,2023,3,1,28,69,0.09773011320211838
0,2023,3,1,28,88,0.25820692879685664
0,2023,3,1,28,88,0.12333546130537598
3,2023,3,1,70,69,0.31912387494717537
3,2023,3,1,70,69,0.19234469550518357
3,2023,3,1,70,33,0.5054712858645711
3,2023,3,1,70,33,0.37059981837309053
3,2023,3,1,70,25,0.49872771248999714
3,2023,3,1,70,25,0.2312326352985605
3,2023,3,1,70,33,0.3930783962883373
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,31,0.3930783962883373
3,2023,3,1,70,31,0.3481212404578437
3,2023,3,1,70,33,0.3930783962883373
3,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,25,25,0.11389445858097233
3,2023,3,1,25,25,0.10424665293974843
0,2023,3,2,70,25,0.12333546130537598
0,2023,3,2,70,25,0.10085688339012921
3,2023,3,1,70,33,0.4980533551525397
3,2023,3,1,70,33,0.28810343742413486
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
3,2023,3,2,28,15,0.3299180880620769
0,2023,3,2,38,47,0.010328906552055893
3,2023,3,1,70,25,0.16829261713586952
3,2023,3,1,70,25,0.1064765278689409
3,2023,3,1,70,33,0.5504284416950647
3,2023,3,1,70,33,0.3537408849366554
0,2023,3,1,70,25,0.17953190609349293
0,2023,3,1,70,25,0.15705332817824613
3,2023,3,1,70,25,0.3337349505920858
3,2023,3,1,70,25,0.22853520594873086
2,2023,3,1,70,25,0.3593605294154671
2,2023,3,1,70,25,0.2671983599629554
3,2023,3,1,70,25,0.24906713901651725
3,2023,3,1,70,25,0.17203754821654965
3,2023,3,1,70,33,0.3651600025176008
3,2023,3,1,70,33,0.18623052231223644
3,2023,3,1,70,33,0.5504284416950647
3,2023,3,1,70,33,0.13007903467995002
3,2023,3,1,25,89,0.5588579084132822
3,2023,3,1,25,89,0.36880153213987077
3,2023,3,1,25,89,0.5588579084132822
3,2023,3,1,25,89,0.36880153213987077
2,2023,3,1,70,47,0.37059981837309053
2,2023,3,1,70,47,0.25820692879685664
3,2023,3,1,70,33,0.2688617747286836
3,2023,3,1,70,33,0.13567170486526342
3,2023,3,1,70,33,0.46856146092773593
3,2023,3,1,70,33,0.35626972495212067
0,2023,3,2,71,33,0.015438287312191483
3,2022,3,1,70,75,0.8314106656356494
3,2023,3,1,36,33,0.21761736065529552
2,2023,3,2,38,86,0.02536033160398141
3,2023,3,1,70,69,0.48299270794932436
3,2023,3,1,70,69,0.37059981837309053
1,2023,3,1,70,33,0.5167105748221945
1,2023,3,1,70,33,0.4605141300340776
3,2023,3,1,70,31,0.3930783962883373
3,2023,3,1,70,31,0.24696763983923323
3,2023,3,1,70,31,0.43803555211883083
3,2023,3,1,70,31,0.24696763983923323
3,2023,3,1,70,45,0.508281108103977
