company_location,experience_level,job_title,employment_type,work_year,company_size,remote_ratio,salary_in_usd
0.35211267605633806,1.0,0.9130434782608695,1.0,1.0,1.0,1.0,85847
0.9859154929577465,0.6666666666666666,0.717391304347826,0.6666666666666666,1.0,0.0,1.0,30000
0.9859154929577465,0.6666666666666666,0.717391304347826,0.6666666666666666,1.0,0.0,1.0,25500
0.16901408450704225,1.0,0.5108695652173912,1.0,1.0,0.5,1.0,175000
0.16901408450704225,1.0,0.5108695652173912,1.0,1.0,0.5,1.0,120000
0.9859154929577465,1.0,0.08695652173913043,1.0,1.0,1.0,0.0,222200
0.9859154929577465,1.0,0.08695652173913043,1.0,1.0,1.0,0.0,136000
0.16901408450704225,1.0,0.5108695652173912,1.0,1.0,0.5,0.0,219000
0.16901408450704225,1.0,0.5108695652173912,1.0,1.0,0.5,0.0,141000
0.9859154929577465,1.0,0.5108695652173912,1.0,1.0,0.5,0.0,147100
0.9859154929577465,1.0,0.5108695652173912,1.0,1.0,0.5,0.0,90700
0.9859154929577465,1.0,0.2717391304347826,1.0,1.0,0.5,1.0,130000
0.9859154929577465,1.0,0.2717391304347826,1.0,1.0,0.5,1.0,100000
0.9859154929577465,0.0,0.08695652173913043,1.0,1.0,1.0,0.0,213660
0.9859154929577465,0.0,0.08695652173913043,1.0,1.0,1.0,0.0,130760
0.9859154929577465,1.0,0.41304347826086957,1.0,1.0,0.5,0.0,147100
0.9859154929577465,1.0,0.41304347826086957,1.0,1.0,0.5,0.0,90700
0.9859154929577465,1.0,0.5108695652173912,1.0,1.0,0.5,0.0,170000
0.9859154929577465,1.0,0.5108695652173912,1.0,1.0,0.5,0.0,150000
0.9859154929577465,0.6666666666666666,0.2717391304347826,1.0,1.0,0.5,1.0,150000
0.9859154929577465,0.6666666666666666,0.2717391304347826,1.0,1.0,0.5,1.0,110000
0.28169014084507044,1.0,0.9565217391304348,1.0,1.0,0.5,0.0,275000
0.28169014084507044,1.0,0.9565217391304348,1.0,1.0,0.5,0.0,174000
0.3943661971830986,1.0,0.043478260869565216,1.0,1.0,0.5,1.0,230000
0.3943661971830986,1.0,0.043478260869565216,1.0,1.0,0.5,1.0,143200
0.9859154929577465,1.0,0.19565217391304346,1.0,1.0,0.5,0.0,225000
0.9859154929577465,1.0,0.19565217391304346,1.0,1.0,0.5,0.0,156400
0.9859154929577465,1.0,0.75,1.0,1.0,0.5,0.0,200000
0.9859154929577465,1.0,0.75,1.0,1.0,0.5,0.0,130000
0.16901408450704225,1.0,0.5434782608695652,1.0,1.0,0.5,0.0,90000
0.16901408450704225,1.0,0.5434782608695652,1.0,1.0,0.5,0.0,72000
0.9859154929577465,1.0,0.358695652173913,1.0,1.0,0.5,0.0,253200
0.9859154929577465,1.0,0.358695652173913,1.0,1.0,0.5,0.0,90700
0.9859154929577465,1.0,0.25,1.0,1.0,0.5,0.0,342810
0.9859154929577465,1.0,0.25,1.0,1.0,0.5,0.0,184590
0.9859154929577465,0.6666666666666666,0.358695652173913,1.0,1.0,0.5,0.0,162500
0.9859154929577465,0.6666666666666666,0.358695652173913,1.0,1.0,0.5,0.0,130000
0.9859154929577465,0.6666666666666666,0.2717391304347826,1.0,1.0,0.5,0.0,105380
0.9859154929577465,0.6666666666666666,0.2717391304347826,1.0,1.0,0.5,0.0,64500
0.7464788732394366,0.0,0.44565217391304346,1.0,1.0,1.0,1.0,100000
0.7464788732394366,0.0,0.2391304347826087,1.0,1.0,1.0,1.0,30000
0.5352112676056339,0.6666666666666666,0.75,1.0,0.6666666666667425,1.0,0.5,20984
0.9859154929577465,0.0,0.08695652173913043,1.0,1.0,1.0,0.0,204620
0.9859154929577465,0.0,0.08695652173913043,1.0,1.0,1.0,0.0,110680
0.9859154929577465,1.0,0.358695652173913,1.0,1.0,0.5,0.0,270703
0.9859154929577465,1.0,0.358695652173913,1.0,1.0,0.5,0.0,221484
