work_year,experience_level,employment_type,job_title,remote_ratio,company_location,company_size,salary_in_usd
1.0,1.0,1.0,0.9130434782608695,1.0,0.352112676056338,1.0,85847
1.0,0.6666666666666666,0.6666666666666666,0.717391304347826,1.0,0.9859154929577465,0.0,30000
1.0,0.6666666666666666,0.6666666666666666,0.717391304347826,1.0,0.9859154929577465,0.0,25500
1.0,1.0,1.0,0.5108695652173914,1.0,0.16901408450704225,0.5,175000
1.0,1.0,1.0,0.5108695652173914,1.0,0.16901408450704225,0.5,120000
1.0,1.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,222200
1.0,1.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,136000
1.0,1.0,1.0,0.5108695652173914,0.0,0.16901408450704225,0.5,219000
1.0,1.0,1.0,0.5108695652173914,0.0,0.16901408450704225,0.5,141000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,147100
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,90700
1.0,1.0,1.0,0.2717391304347826,1.0,0.9859154929577465,0.5,130000
1.0,1.0,1.0,0.2717391304347826,1.0,0.9859154929577465,0.5,100000
1.0,0.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,213660
1.0,0.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,130760
1.0,1.0,1.0,0.41304347826086957,0.0,0.9859154929577465,0.5,147100
1.0,1.0,1.0,0.41304347826086957,0.0,0.9859154929577465,0.5,90700
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,170000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,150000
1.0,0.6666666666666666,1.0,0.2717391304347826,1.0,0.9859154929577465,0.5,150000
1.0,0.6666666666666666,1.0,0.2717391304347826,1.0,0.9859154929577465,0.5,110000
1.0,1.0,1.0,0.9565217391304348,0.0,0.28169014084507044,0.5,275000
1.0,1.0,1.0,0.9565217391304348,0.0,0.28169014084507044,0.5,174000
1.0,1.0,1.0,0.043478260869565216,1.0,0.39436619718309857,0.5,230000
1.0,1.0,1.0,0.043478260869565216,1.0,0.39436619718309857,0.5,143200
1.0,1.0,1.0,0.1956521739130435,0.0,0.9859154929577465,0.5,225000
1.0,1.0,1.0,0.1956521739130435,0.0,0.9859154929577465,0.5,156400
1.0,1.0,1.0,0.75,0.0,0.9859154929577465,0.5,200000
1.0,1.0,1.0,0.75,0.0,0.9859154929577465,0.5,130000
1.0,1.0,1.0,0.5434782608695652,0.0,0.16901408450704225,0.5,90000
1.0,1.0,1.0,0.5434782608695652,0.0,0.16901408450704225,0.5,72000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,253200
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,90700
1.0,1.0,1.0,0.25,0.0,0.9859154929577465,0.5,184590
1.0,0.6666666666666666,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,162500
1.0,0.6666666666666666,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,130000
1.0,0.6666666666666666,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,105380
1.0,0.6666666666666666,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,64500
1.0,0.0,1.0,0.44565217391304346,1.0,0.7464788732394366,1.0,100000
1.0,0.0,1.0,0.2391304347826087,1.0,0.7464788732394366,1.0,30000
0.6666666666666666,0.6666666666666666,1.0,0.75,0.5,0.5352112676056338,1.0,20984
1.0,0.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,204620
1.0,0.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,110680
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,270703
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,221484
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,212750
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,185000
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,262000
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,245000
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,275300
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,183500
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,218500
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,199098
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,203300
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,123600
1.0,1.0,1.0,0.9565217391304348,0.0,0.9859154929577465,0.5,189110
1.0,1.0,1.0,0.9565217391304348,0.0,0.9859154929577465,0.5,139000
1.0,0.3333333333333333,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,258750
1.0,0.3333333333333333,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,185000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,231500
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,166000
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,172500
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,110500
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,238000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,176000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,237000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,201450
1.0,1.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,159100
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,115000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,81500
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,237000
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,201450
1.0,1.0,1.0,0.25,0.0,0.9859154929577465,0.5,280000
1.0,1.0,1.0,0.25,0.0,0.9859154929577465,0.5,210000
1.0,1.0,1.0,0.33695652173913043,1.0,0.9859154929577465,0.5,280100
1.0,1.0,1.0,0.33695652173913043,1.0,0.9859154929577465,0.5,168100
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,193500
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,139000
1.0,0.6666666666666666,1.0,0.5108695652173914,0.0,0.43661971830985913,1.0,65062
1.0,1.0,1.0,0.75,1.0,0.9859154929577465,0.5,150000
1.0,0.6666666666666666,1.0,0.06521739130434782,1.0,0.28169014084507044,0.0,69751
1.0,0.6666666666666666,1.0,0.75,1.0,0.7605633802816901,1.0,96578
1.0,1.0,1.0,0.1956521739130435,0.0,0.9859154929577465,0.5,185900
1.0,1.0,1.0,0.1956521739130435,0.0,0.9859154929577465,0.5,129300
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,225000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,175000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,185000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,140000
1.0,1.0,1.0,0.5108695652173914,0.0,0.352112676056338,0.5,48289
1.0,1.0,1.0,0.5108695652173914,0.0,0.352112676056338,0.5,38631
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,105000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,70000
1.0,0.0,1.0,0.75,0.0,0.9859154929577465,0.5,163196
1.0,0.0,1.0,0.75,0.0,0.9859154929577465,0.5,145885
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,217000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,185000
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,1.0,202800
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,1.0,104300
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,145000
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,65000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,165000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,132300
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,179170
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,94300
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,152500
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,116450
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,247300
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,133800
1.0,1.0,1.0,0.9565217391304348,0.0,0.9859154929577465,0.5,203000
1.0,1.0,1.0,0.9565217391304348,0.0,0.9859154929577465,0.5,133000
1.0,0.0,1.0,0.967391304347826,0.5,0.9859154929577465,1.0,220000
0.6666666666666666,0.0,1.0,0.75,1.0,0.19718309859154928,0.0,56536
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,150000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,120000
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,289800
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,214000
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,179820
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,143860
1.0,1.0,1.0,0.75,1.0,0.9859154929577465,0.5,283200
1.0,1.0,1.0,0.75,1.0,0.9859154929577465,0.5,188800
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,289800
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,214200
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,185900
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,129300
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,252000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,129000
1.0,0.6666666666666666,1.0,0.31521739130434784,0.0,0.9859154929577465,0.5,155000
1.0,0.6666666666666666,1.0,0.31521739130434784,0.0,0.9859154929577465,0.5,140000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,161800
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,141600
1.0,1.0,1.0,0.75,0.0,0.9859154929577465,1.0,176100
1.0,0.6666666666666666,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,100000
1.0,0.6666666666666666,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,70000
1.0,0.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,85000
1.0,0.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,65000
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,138784
1.0,1.0,1.0,0.5108695652173914,1.0,0.9859154929577465,0.5,83270
1.0,0.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,75000
1.0,0.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,70000
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,204500
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,138900
1.0,1.0,1.0,0.75,1.0,0.9859154929577465,0.5,212200
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,95000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,75000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,195000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,160000
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,230000
1.0,1.0,1.0,0.043478260869565216,0.0,0.9859154929577465,0.5,143200
1.0,0.6666666666666666,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,100000
1.0,0.6666666666666666,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,70000
1.0,0.6666666666666666,1.0,0.18478260869565216,0.5,0.9859154929577465,1.0,105000
1.0,0.6666666666666666,1.0,0.05434782608695652,1.0,0.5352112676056338,1.0,20670
1.0,0.6666666666666666,1.0,0.2717391304347826,0.0,0.39436619718309857,0.5,46178
1.0,0.6666666666666666,1.0,0.2717391304347826,0.0,0.39436619718309857,0.5,42533
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,145000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,115000
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,168400
1.0,1.0,1.0,0.2717391304347826,0.0,0.9859154929577465,0.5,105200
1.0,1.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,159100
1.0,1.0,1.0,0.75,0.0,0.9859154929577465,0.5,190000
1.0,1.0,1.0,0.75,0.0,0.9859154929577465,0.5,150000
1.0,0.6666666666666666,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,162500
1.0,0.6666666666666666,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,130000
1.0,1.0,1.0,0.043478260869565216,1.0,0.9859154929577465,0.5,150000
1.0,1.0,1.0,0.043478260869565216,1.0,0.9859154929577465,0.5,120000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,145000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,120000
1.0,1.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,222200
1.0,1.0,1.0,0.08695652173913043,0.0,0.9859154929577465,1.0,136000
1.0,1.0,1.0,0.2717391304347826,1.0,0.18309859154929578,0.5,54685
1.0,1.0,1.0,0.2717391304347826,1.0,0.18309859154929578,0.5,42533
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,241000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,155000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,220000
1.0,1.0,1.0,0.358695652173913,1.0,0.9859154929577465,0.5,190000
1.0,0.6666666666666666,1.0,0.5108695652173914,0.0,0.39436619718309857,0.5,66837
1.0,0.6666666666666666,1.0,0.5108695652173914,0.0,0.39436619718309857,0.5,54685
0.0,0.3333333333333333,1.0,0.9891304347826086,0.0,0.16901408450704225,0.5,15000
1.0,0.6666666666666666,1.0,0.5978260869565217,1.0,0.39436619718309857,0.5,85066
1.0,0.6666666666666666,1.0,0.5978260869565217,1.0,0.39436619718309857,0.5,57723
1.0,0.0,1.0,0.2717391304347826,1.0,0.9859154929577465,0.5,85000
1.0,0.0,1.0,0.2717391304347826,1.0,0.9859154929577465,0.5,75000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,160000
1.0,1.0,1.0,0.358695652173913,0.0,0.9859154929577465,0.5,140000
1.0,0.6666666666666666,1.0,0.75,0.0,0.9859154929577465,0.5,250000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,228000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,186000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,190000
1.0,1.0,1.0,0.5108695652173914,0.0,0.9859154929577465,0.5,170000
1.0,0.6666666666666666,1.0,0.9565217391304348,0.0,0.9859154929577465,0.5,230000
1.0,0.6666666666666666,1.0,0.9565217391304348,0.0,0.9859154929577465,0.5,200000
1.0,1.0,1.0,0.33695652173913043,1.0,0.9859154929577465,0.5,180000
1.0,1.0,1.0,0.33695652173913043,1.0,0.9859154929577465,0.5,115000
1.0,1.0,1.0,0.33695652173913043,1.0,0.9859154929577465,0.5,200000
